Transaction Name,Organization Name,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Organization Description,Organization Industry,Diversity Spotlight (US Only),Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Rounds)
Seed Round - Moom Health,Moom Health,Seed,"$851,593.812",2022-09-06,Seed,,Yes,Moom Health is health tech company develops natural remedies for the modern Asian woman in the form of expert-formulated supplements.,"Dietary Supplements, Health Care",,moom.health/,"Singapore, Central Region, Singapore, Asia",,"$851,593.812",Seed,1,DSG Consumer Partners,"DSG Consumer Partners, Love, Bonito, Nuguru",3,,816
Pre Seed Round - YouSet,YouSet,Pre-Seed,"$1,586,557.2870000002",2022-08-11,Seed,,Yes,The smart way to buy home and car insurance.,"Finance, FinTech, Insurance, InsurTech",,youset.ca/en/,"Montréal, Quebec, Canada, North America",,"$1,586,557.2870000002",Seed,1,,,,,817
Venture Round - WellnessLiving Systems,WellnessLiving Systems,Venture - Series Unknown,"$46,000,000.0",2022-08-16,,,Yes,WellnessLiving is a revolutionary all-in-one business management SaaS solution for the Health and Wellness Services Industry.,"Health Care, SaaS, Software",,www.wellnessliving.com,"Richmond Hill, Ontario, Canada, North America",$1M to $10M,"$69,969,117.0",,4,McCarthy Capital,McCarthy Capital,1,,818
Series D - Biofourmis,Biofourmis,Series D,"$20,000,000.0",2022-07-27,Late Stage Venture,"$1,280,000,000.0",Yes,Biofourmis is a biotechnology company that augments personalized care and therapies using digital therapeutics.,"Biotechnology, mHealth, Personal Health, Predictive Analytics, Therapeutics",,www.biofourmis.com,"Boston, Massachusetts, United States, North America",,"$463,571,051.0",Late Stage Venture,10,Intel Capital,Intel Capital,1,,819
Seed Round - Globaleur,Globaleur,Seed,"$2,500,000.0",2022-09-05,Seed,,Yes,Globaleur provides digital infrastructure driven by AI for companies in Travel &amp; Hospitality and Mobility,"Artificial Intelligence, Developer APIs, Machine Learning, Software, Tourism, Travel","Women Founded, Women Led",www.globaleur.com/,"Santa Clara, California, United States, North America",,"$3,639,082.0",Seed,11,,"Big Basin Capital, KNet Investment Partners, SeaX Ventures",3,,820
Private Equity Round - NovaSource Power,NovaSource Power,Private Equity,"$100,000,000.0",2022-08-09,Private Equity,,Yes,NovaSource Power is the insight and O&amp;M services partner for renewables asset owners ready to fuel smart growth.,"Clean Energy, Energy, Renewable Energy",,www.novasourcepower.com/,"Austin, Texas, United States, North America",,"$100,000,000.0",Private Equity,1,OMERS Private Equity,OMERS Private Equity,1,,821
Pre Seed Round - Valuecase,Valuecase,Pre-Seed,"$3,498,031.495",2022-09-08,Seed,,Yes,End-to-end customer engagement platform for B2B growth teams.,"Information Technology, SaaS, Sales, Sales Automation, Software",,www.valuecase.de/,"Hamburg, Hamburg, Germany, Europe",,"$3,997,750.28",Seed,2,,"10x Founders, Carsten Lebtig, Felix Jahn, Florian Seubert, Jonathan Benhamou, Julian Weselek, Max-Josef Meier, Philipp Petrescu, Picus Capital, Rubin Ritter, XAnge",11,,822
Angel Round - Goodfellows,Goodfellows,Angel,,2022-08-16,Seed,,Yes,Goodfellows connects young college students with the elderly to offer companionship to senior citizens.,"Elder Care, Home Health Care, Personal Health",,,"Mumbai, Maharashtra, India, Asia",,,Seed,1,Ratan Tata,Ratan Tata,1,,823
Series A - Merkle Science,Merkle Science,Series A,"$19,000,000.0",2022-08-05,Early Stage Venture,,Yes,Merkle Science is a software company that offers predictive crypto risk and intelligence platforms for businesses and government agencies.,"Blockchain, Compliance, Cryptocurrency, Risk Management, Software",,www.merklescience.com,"Singapore, Central Region, Singapore, Asia",,"$25,553,425.0",Early Stage Venture,6,"BECO Capital, Darrow Holdings, K3 Ventures","500 Startups, Aspen Digital, BECO Capital, CoinHako, Darrow Holdings, Digital Currency Group, Fenbushi Capital, HashKey Capital, K3 Ventures, Kenetic, Kraken Ventures, Libertus Capital, Lucy Gazmararian, Republic Crypto, Summer Capital, Uncorrelated Ventures",16,,824
Venture Round - MedMinder Systems,MedMinder Systems,Venture - Series Unknown,"$10,000,000.0",2022-08-24,,,Yes,MedMinder Systems provides products that focus on medication management and adherence.,"Health Care, Hospital, Medical Device",,www.medminder.com,"Needham, Massachusetts, United States, North America",$1M to $10M,"$84,460,248.0",,9,Accelmed,Accelmed,1,,825
Series B - Biointron,Biointron,Series B,"$71,602,975.0",2022-09-02,Early Stage Venture,,Yes,Biointron is committed to providing high-quality and economic recombinant protein/antibody reagents.,"Biotechnology, Health Care, Medical",,www.biointron.com/,"Shanghai, Shanghai, China, Asia",,"$72,463,768.0",Early Stage Venture,2,,"ALAN AMC, BeFor Capital, Co-Stone Venture Capital, CS Capital, Furong Capital, Gaorong Capital, GOVTOR, Haitong Securities, Jifeng Ventures, Joy Time, October Capital, Tinykin, West Shanghai Group",13,,826
Corporate Round - Polimero,Polimero,Corporate Round,,2022-09-12,,,Yes,Polimero is a plastic waste recycling company.,Waste Management,,www.polimerosrl.it/,"Rovigo, Veneto, Italy, Europe",,,,1,Repeats Group,Repeats Group,1,,827
Venture Round - Thorizon,Thorizon,Venture - Series Unknown,"$12,492,969.625",2022-08-18,,,Yes,Thorizon develops and deploys cutting-edge technology for molten salt reactors.,"Industrial Engineering, Nuclear",,thorizon.com/,"Amsterdam, Noord-Holland, The Netherlands, Europe",,"$12,492,969.625",,1,"PDENH, Positron Ventures","Huisman Equipment, Impuls Zeeland, Invest-NL, PDENH, Positron Ventures",5,,828
Series B - Kaloom,Kaloom,Series B,"$20,700,795.078",2022-09-08,Early Stage Venture,,Yes,Kaloom is a programmable data center networking software solution that will disrupt how cloud and data center networks are built.,"Artificial Intelligence, Data Center, Information Services, Information Technology, Software",,www.kaloom.com/,"Montréal, Quebec, Canada, North America",,"$53,445,242.0",Early Stage Venture,5,,"Alternative Capital Group, Government Of Quebec",2,,829
Series C - Cleerly,Cleerly,Series C,"$223,000,000.0",2022-07-25,Late Stage Venture,,Yes,Cleerly is a digital healthcare company that offers heart disease diagnosis solutions.,"Apps, Artificial Intelligence, Health Care, Medical, Wellness",,cleerlyhealth.com/,"New York, New York, United States, North America",,"$280,484,975.0",Late Stage Venture,3,"Fidelity Management and Research Company, T. Rowe Price","Breyer Capital, Cigna Ventures, DigiTx Partners, Fidelity Management and Research Company, LRVHealth, Mirae Asset Capital, New Leaf Ventures, Novartis, Peter Thiel, Piper Heartland Healthcare Capital, Presight Capital, Sands Capital Ventures, T. Rowe Price, Vensana Capital",14,,830
Venture Round - Optalitix,Optalitix,Venture - Series Unknown,"$4,583,441.2",2022-09-08,,,Yes,Applied machine learning for insurance and banking,"Artificial Intelligence, Education, Insurance, Machine Learning, Venture Capital",,www.optalitix.com,"London, England, United Kingdom, Europe",Less than $1M,"$4,602,732.0",,3,Calculus Capital,"Calculus Capital, Whitehorse Capital",2,,832
Series A - TigerEye,TigerEye,Series A,"$30,000,000.0",2022-09-08,Early Stage Venture,,Yes,TigerEye is a sales solution company.,,,www.tigereye.com/,"San Francisco, California, United States, North America",,"$35,000,000.0",Early Stage Venture,2,"Initialized Capital, Next47","Initialized Capital, Next47",2,,831
Series A - Omni,Omni,Series A,"$11,000,000.0",2022-09-08,Early Stage Venture,"$39,000,000.0",Yes,Omni is a multi-chain staking wallet.,"Bitcoin, Blockchain, Cryptocurrency, Internet of Things",,omni.app/,"New York, New York, United States, North America",Less than $1M,"$11,000,000.0",Early Stage Venture,2,,"Chorus One, Daedalus Angel Syndicate, Eden Block, Figment, GSR Ventures, Kosmos Ventures, Lattice Capital, OP Crypto, Primeblock Ventures, Shima Capital, The Spartan Group",11,,833
Venture Round - VitalConnect,VitalConnect,Venture - Series Unknown,,2022-09-12,,,Yes,VitalConnect develops a wearable biosensor technology recording patients' vital signs for wireless hospital and remote patient monitoring.,"Analytics, Biotechnology, Health Care, Medical Device, Wearables",,vitalconnect.com/,"San Jose, California, United States, North America",$10M to $50M,"$148,940,726.0",,9,Health Insight Capital,Health Insight Capital,1,,834
Series B - Soundstripe,Soundstripe,Series B,"$9,000,000.0",2022-08-30,Early Stage Venture,,Yes,"Soundstripe offers unlimited, royalty-free music, stock video, and sound effects for use in videos, podcasts, and other media projects.","Film Production, Music, Video",,soundstripe.com,"Nashville, Tennessee, United States, North America",$1M to $10M,"$15,000,000.0",Early Stage Venture,3,Topmark Partners,"Craft Ventures, Escalate Capital Partners, Overline, Topmark Partners, Vocap Partners",5,,835
Series A - IQM Quantum Computers,IQM Quantum Computers,Series A,"$127,928,008.96",2022-07-22,Early Stage Venture,,Yes,"IQM builds quantum computers, focusing on superconducting technology.","Computer, Hardware, Product Design, Quantum Computing",,www.meetiqm.com/,"Espoo, Southern Finland, Finland, Europe",,"$233,618,531.9875",Early Stage Venture,7,World Fund,"Bayern Kapital, EIC Fund, Maki.vc, Matadero QED, MIG Fonds, OpenOcean, OurCrowd, QCI, Salvia GmbH, Santo Venture Capital, Tencent, Tesi, Tofino Capital, Varma Mutual Pension Insurance Company, Vsquared Ventures, World Fund",16,,836
Seed Round - IBISA,IBISA,Seed,,2022-08-16,Seed,,Yes,IBISA is an index based insurance marketplace with satellite adoption.,InsurTech,,ibisa.network,"Luxembourg, Luxembourg, Luxembourg, Europe",Less than $1M,"$1,861,038.0",Seed,5,Ankur Capital,Ankur Capital,1,,837
Secondary Market - VelocityEHS,VelocityEHS,Secondary Market,,2022-08-16,,,No,"VelocityEHS is a new kind of EHS software company, helping you reach your environmental, health, safety and sustainability goals faster.","Computer, SaaS, Software",,www.ehs.com/,"Chicago, Illinois, United States, North America",$50M to $100M,,M&amp;A,2,Partners Group,Partners Group,1,,838
Series B - Qloo,Qloo,Series B,"$15,000,000.0",2022-08-23,Early Stage Venture,,Yes,Qloo is a cultural artificial intelligence platform that operates via an application programming interface.,"Artificial Intelligence, Developer APIs, Machine Learning, Personalization",,www.qloo.com,"New York, New York, United States, North America",$1M to $10M,"$29,000,000.0",Early Stage Venture,5,"AXA Venture Partners, Eldridge","AXA Venture Partners, Eldridge",2,,839
Seed Round - ChefKart,ChefKart,Seed,"$1,953,246.6720000003",2022-07-25,Seed,,Yes,ChefKart is a platform that&nbsp;allows individuals to hire personal chefs.,"E-Commerce Platforms, Home Services, Information Technology, Professional Services, Software",,www.thechefkart.com,"Gurgaon, Haryana, India, Asia",,"$2,256,781.0",Seed,2,"Blume Ventures, Pravega Ventures","Blume Ventures, Deepinder Goyal, Kunal Shah, LetsVenture, Pravega Ventures, Titan Capital, Tremis Capital",7,,840
Series A - GoodNews Coffee,GoodNews Coffee,Series A,"$10,993,813.27",2022-09-07,Early Stage Venture,,Yes,Good Coffee for Good People,Coffee,,goodnews.coffee/,"Barcelona, Catalonia, Spain, Europe",,"$15,691,169.849",Early Stage Venture,3,"Baron Capital, La Vida es Chula","Baron Capital, La Vida es Chula",2,,841
Pre Seed Round - Loki Foods,Loki Foods,Pre-Seed,"$650,000.0",2022-08-09,Seed,,Yes,"We're producing sustainable, plant-based foods from the Arctic. Iceland’s first plant-based cod and seafood!","Food and Beverage, Food Processing, Seafood",,www.lokifoods.com,"Reykjavík, Gullbringusysla, Iceland, Europe",,"$800,000.0",Seed,2,,"FoodHack, Kale United, Lifely VC, MGMT Ventures, Sustainable Food Ventures, VegInvest",6,,842
Seed Round - Cashmere,Cashmere,Seed,"$3,000,000.0",2022-08-08,Seed,"$27,000,000.0",Yes,Crypto wallet for web3 startups,Cryptocurrency,,cashmere.finance/,"San Francisco, California, United States, North America",,"$3,650,000.0",Seed,2,,"Arnav Bathla, Big Brain Holdings, Coinbase, CreditEase, Daniel Shi, FBG Capital, Global Founders Capital, Greg Kidd, Jeremy Edberg, Joe Flanagan, Kevin Moore, Kunal B., Louis Beryl, Notation Capital, Olly Wilson, Serum, Sherwin Gandhi, Sidney Powell, Soma Capital, Tonjé Bakang Tonje, Volt Capital, Wonder Ventures, Y Combinator",23,,843
Convertible Note - Aero,Aero,Convertible Note,"$15,000,000.0",2022-08-18,,,No,Aero is an air travel company that matches air travelers with premium seats or shared charters.,"Air Transportation, Leisure, Tourism, Travel",Women Led,aero.com,"San Francisco, California, United States, North America",$1M to $10M,"$104,499,998.0",Early Stage Venture,5,AlbaCore Capital,"AlbaCore Capital, Capital One Ventures, Expa, Keyframe Capital Partners",4,,844
Series B - Momnt,Momnt,Series B,"$9,500,000.0",2022-09-07,Early Stage Venture,,Yes,"Momnt is a provider of modern lending solutions for businesses to offer affordable, low-friction finance at the moment of need.","Consumer, Financial Services, FinTech",,momnt.com,"Atlanta, Georgia, United States, North America",$1M to $10M,"$18,000,000.0",Early Stage Venture,3,Yamaha Motor Ventures &amp; Laboratory Silicon Valley,"CMFG Ventures, Yamaha Motor Ventures &amp; Laboratory Silicon Valley",2,,845
Grant - British Lithium,British Lithium,Grant,"$2,000,000.0",2022-09-09,,,No,"British Lithium discovers, evaluates, develops, and operates mineral resource projects.","Mineral, Mining",,britishlithium.co.uk/,"Roche, Cornwall, United Kingdom, Europe",,"$2,655,485.0",,4,Advanced Propulsion Centre UK,Advanced Propulsion Centre UK,1,,846
Series B - eSmart Systems,eSmart Systems,Series B,"$39,977,502.8",2022-08-21,Early Stage Venture,,Yes,ESmart Systems provides AI driven software solutions to the energy industry and service providers.,"Analytics, Artificial Intelligence, Computer, Information Technology, Internet, Software",,www.esmartsystems.com/,"Halden, Ostfold, Norway, Europe",$10M to $50M,"$99,768,433.0",Early Stage Venture,5,Arosa Capital Management,"Arosa Capital Management, Energy Impact Partners, Equinor Technology Ventures, Future Energy Ventures, Kongsberg Gruppen, Nysnø",6,,847
Debt Financing - Ayekart Fintech,Ayekart Fintech,Debt Financing,"$2,500,000.0",2022-09-07,,,No,"Ayekart Fintech is a supply chain and finance startup that offers a digital marketplace for manufacturers, processors, and distributors.","FinTech, Marketplace, Mobile Apps, Supply Chain Management",,ayekart.com/,"Mumbai, Maharashtra, India, Asia",,"$6,746,594.0",Seed,4,Caspian Debt,Caspian Debt,1,,848
Venture Round - Levitate,Levitate,Venture - Series Unknown,"$6,000,000.0",2022-09-06,,,Yes,"Levitate helps relationship-based businesses keep in touch with clients, prospects, and referral sources.","Contact Management, CRM, Email, Email Marketing, SaaS, Software",,levitate.ai,"Raleigh, North Carolina, United States, North America",,"$26,000,000.0",,4,"Bull City Venture Partners, Tippet Venture Partners","Bull City Venture Partners, Tippet Venture Partners",2,,849
Series A - InsightFinder,InsightFinder,Series A,"$10,000,000.0",2022-09-13,Early Stage Venture,,Yes,InsightFinder is a software company that provides smart monitoring and predictive analytics services for IT operations.,"Analytics, Artificial Intelligence, Information Technology, Machine Learning, Predictive Analytics, Software","Women Founded, Women Led",insightfinder.com,"New York, New York, United States, North America",$1M to $10M,"$18,956,000.0",Early Stage Venture,10,Silicon Valley Future Capital,"Acadia Woods Partners, Eastlink Capital, Eight Roads Ventures, Fellows Fund, IDEA Fund Partners, Silicon Valley Future Capital, Triangle Tweener Fund, Yu Galaxy",8,,850
Seed Round - Salvo Health,Salvo Health,Seed,"$10,500,000.0",2022-08-08,Seed,,Yes,Virtual clinic for chronic gut conditions,Health Care,,www.salvohealth.com/,"New York, New York, United States, North America",,"$10,500,000.0",Seed,1,Threshold,"Felicis Ventures, Threshold, Torch Capital",3,,851
Pre Seed Round - coffeee,coffeee,Pre-Seed,"$588,478.164",2022-08-18,Seed,,Yes,coffeee is an AI-backed pre-assessment and recruitment platform.,"Human Resources, Information Services, Information Technology, Internet",,www.coffeee.io/,"Gurgaon, Haryana, India, Asia",,"$588,478.164",Seed,1,,"Aayush Narang, Amit Lakhotia, Chinmaya Sharma, Kunal Shah, LetsVenture, Manu Jain, Prabhu Rangarajan, Pratekk Agarwaal, Rameez Menon, Renu Satti, Supermorpheus, Vikas Garg",12,,852
