Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Greater Chicago Area Companies With More Than $1M in Revenue (Top 10K),"9,553",960,225,634,"The top 10,000 companies and startups in Greater Chicago Area with more than $1m in revenue, by Crunchbase rank.",2022-09-15 12:33:00,"Active, Company, Location, Revenue Range",,,,,"Greater Chicago Area, United States, North America",Regional Area,,,,,,,$1M to $10M,"3,494","1,125",1987-05-30,238,"8,897",2%,1%,150,2005-04-28,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","2,799",2,"$53,940,886,938.0","$2,418,581.0","$33,456,764,854.0",1987-05-30,"$15,769,602,284.0","$132,812,500.0","$76,925,540,671.0","$988,000,000.0",5%,568,"3,170","$135,899,833,044.0","$500,000,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Accelerator","3,721","5,206",3,"1,427",2,"1,078",2,281,"$221,279,478,394.0","4,386",7,9,"549,450.79",1.27,1.27,1.97
Machinery Manufacturing Companies With More Than 50 Employees,"9,028",964,1,635,Companies and startups in the machinery manufacturing space with more than 50 employees.,2022-09-15 09:29:00,"Active, Industry, Company, Employee Range",,,Machinery Manufacturing,Manufacturing,,,,,,,,,,657,253,1967-05-19,10,"8,740",0%,7%,661,2003-07-15,0%,"Private Equity,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Post-IPO Equity,&nbsp;Debt Financing",521,1,"$13,059,697,070.0","$55,372.0","$6,029,498,257.0",1967-05-19,"$3,488,699,718.0","$113,436,912.0","$9,650,178,739.0","$536,939,086.0",6%,674,960,"$76,630,474,731.0","$130,081,201.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm",190,218,1,64,1,37,1,2,,861,0,0,"1,036,695.52",1.21,1.21,1.97
Health Care Companies With Fewer Than 10 Employees (Top 10K),"9,852",989,216,636,"The top 10,000 companies and startups in the health care space with fewer than 10 employees, by Crunchbase rank.",2022-09-15 12:19:00,"Active, Industry, Company, Employee Range",,,Health Care,Health Care,,,,,,,,,,"17,816","5,938",2013-11-04,69,"8,988",1%,2%,241,2014-03-16,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A","17,134",2,"$43,768,212,761.0","$749,099.0","$38,706,031,245.0",2013-11-04,"$3,874,519,231.0","$20,000,000.0","$13,252,130,475.0","$114,466,000.0",4%,448,359,"$18,453,624,946.0","$97,933,681.0","Venture Capital,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Accelerator","3,774","5,185",14,"1,350",4,893,4,212,"$15,844,665,004.0","14,402",17,41,"153,495.95",0.61,0.61,0.81
Texas Manufacturing Companies,"6,225",917,5,637,Companies and startups in Texas in the manufacturing space.,2022-09-15 10:16:00,"Active, Industry, Company, Location",,,Manufacturing,Manufacturing,"Texas, United States, North America",State/Region,,,,,,,,789,282,1986-04-03,11,"6,044",0%,1%,98,2003-02-12,0%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Series A",909,1,"$44,025,375,225.0","$822,246.0","$11,864,058,510.0",1986-04-03,"$8,332,204,000.0","$120,600,000.0","$13,158,216,576.0","$812,100,000.0",9%,598,637,"$98,869,199,973.0","$163,900,000.0",Venture Capital,44,49,1,10,1,12,1,0,,"1,024",0,0,"988,917.29",1.29,1.29,1.99
Software Companies With Less Than $1B in Revenue (Top 10K),"9,974",953,642,638,"The top 10,000 companies and startups in the software space with less than $1b in revenue, by Crunchbase rank.",2022-09-15 10:53:00,"Active, Industry, Company, Revenue Range",,,Software,Software,,,,,,,,,$500M to $1B,"54,036","16,775",2011-07-26,31,"9,821",0%,5%,613,2012-11-15,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Private Equity","34,716",3,"$439,022,987,318.0","$7,559,123.0","$391,867,671,829.0",2011-07-26,"$63,114,680,781.0","$115,050,000.0","$526,759,387,623.0","$820,471,225.0",23%,"2,499","6,674","$336,401,789,260.0","$186,505,272.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Incubator","5,304","7,083",1,"1,777",1,"1,154",1,160,"$20,625,393,075.0","20,628",3,12,"40,412.91",0.71,0.71,1.01
Real Estate Investment Companies With More Than $1M in Revenue,"4,799","1,009",34,639,Companies and startups in the real estate investment space with more than $1m in revenue.,2022-09-15 11:12:00,"Active, Industry, Company, Revenue Range",,,Real Estate Investment,"Financial Services, Real Estate",,,,,,,,,$1M to $10M,532,168,1995-10-04,22,"4,624",0%,6%,282,2006-01-24,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Post-IPO Equity,&nbsp;Post-IPO Debt",510,1,"$29,230,858,720.0","$6,619,011.0","$13,056,729,174.0",1995-10-04,"$5,131,100,000.0","$480,000,000.0","$19,336,500,000.0","$3,000,000,000.0",1%,35,191,"$51,416,599,936.0","$3,100,000,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital,&nbsp;Family Investment Office",633,761,1,250,1,154,1,98,"$61,333,862,376.0","1,228",0,0,"1,096,127.25",1.35,1.35,1.93
Asia Companies With Fewer Than 50 Employees (Top 10K),"9,973","1,011","1,079",640,"The top 10,000 companies and startups in Asia with fewer than 50 employees, by Crunchbase rank.",2022-09-15 12:30:00,"Active, Company, Employee Range, Location",,,,,Asia,Continent,,,,,,,,"42,670","12,530",2015-03-31,39,"9,245",0%,3%,349,2015-07-02,0%,"Seed,&nbsp;Series A,&nbsp;Venture - Series Unknown,&nbsp;Series B,&nbsp;Pre-Seed","23,164",2,"$198,075,148,051.0","$2,939,695.0","$178,971,962,328.0",2015-03-31,"$6,149,341,540.0","$40,000,000.0","$33,214,539,769.0","$220,012,997.0",5%,477,389,"$8,971,888,958.0","$27,126,550.0","Venture Capital,&nbsp;Micro VC,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm","13,629","18,521",3,"6,047",7,"1,780",4,474,"$78,592,302,441.0","16,013",0,0,"54,441.26",0.69,0.69,1.03
Private Equity Firms with Investments in Washington DC Metro Area,503,190,26,640,Private equity firms that made investments in companies headquartered in Washington DC Metro Area.,2022-09-15 11:46:00,"Active, Investments in Location, Investor Type",,,,,"Washington DC Metro Area, United States, North America",Regional Area,,,,,,,,84,37,1997-02-16,1,81,0%,5%,29,2005-04-08,1%,"Seed,&nbsp;Grant,&nbsp;Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing",70,1,"$7,508,471,467.0","$18,500,000.0","$1,874,071,467.0",1997-02-16,"$11,322,349,225.0","$495,196,811.0","$28,711,538,590.0","$2,298,468,798.0",2%,12,"4,110","$2,310,100,000.0","$160,100,000.0","Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Venture Debt,&nbsp;Fund Of Funds","23,113","30,835",19,"12,571",9,"9,068",7,"1,337","$2,125,684,873,288.0",675,,1,"225,421.26",0.73,0.73,0.85
Software Companies With Less Than $500M in Revenue (Top 10K),"9,956",963,629,641,"The top 10,000 companies and startups in the software space with less than $500m in revenue, by Crunchbase rank.",2022-09-15 09:40:00,"Active, Industry, Company, Revenue Range",,,Software,Software,,,,,,,,,$100M to $500M,"53,565","16,659",2011-09-14,31,"9,803",0%,5%,565,2013-04-20,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Series B,&nbsp;Private Equity","34,552",3,"$399,368,363,319.0","$7,427,599.0","$366,476,733,310.0",2011-09-14,"$54,251,251,831.0","$106,800,000.0","$408,321,014,269.0","$737,787,970.0",23%,"2,461","5,684","$287,179,005,125.0","$169,750,000.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Private Equity Firm,&nbsp;Incubator","5,073","6,818",1,"1,716",1,"1,061",1,157,"$20,225,478,075.0","20,580",2,10,"40,953.77",0.71,0.71,1.0
Insurance Companies (Top 10K),"9,847",991,67,642,"The top 10,000 companies and startups in the insurance space, by Crunchbase rank.",2022-09-15 09:18:00,"Active, Industry, Company",,,Insurance,Financial Services,,,,,,,,,,"6,946","2,268",1986-04-17,265,"9,113",3%,4%,472,2005-10-27,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Pre-Seed","4,657",1,"$106,788,134,589.0","$2,685,375.0","$89,605,380,543.0",1986-04-17,"$46,705,890,793.0","$176,250,000.0","$206,607,202,728.0","$823,550,000.0",13%,"1,435","4,241","$352,587,336,379.0","$395,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Accelerator,&nbsp;Micro VC","3,876","4,681",2,"1,595",2,893,1,142,"$56,157,096,460.0","5,508",2,3,"325,907.89",1.13,1.13,1.81
Insurance Companies With More Than 10 Employees (Top 10K),"9,950",988,58,643,"The top 10,000 companies and startups in the insurance space with more than 10 employees, by Crunchbase rank.",2022-09-15 12:26:00,"Active, Industry, Company, Employee Range",,,Insurance,Financial Services,,,,,,,,,,"5,655","1,888",1982-05-23,323,"9,209",3%,4%,457,2005-07-30,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Series B","3,566",2,"$101,318,208,932.0","$5,097,761.0","$86,699,160,331.0",1982-05-23,"$43,840,191,666.0","$190,000,000.0","$205,202,294,816.0","$988,000,000.0",11%,"1,258","4,140","$332,945,196,075.0","$427,500,000.0","Investment Bank,&nbsp;Venture Capital,&nbsp;Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Micro VC","3,043","3,704",2,"1,197",2,762,1,103,"$53,962,967,512.0","4,371",2,3,"404,364.11",1.2,1.2,1.9
Professional Services Companies With More Than $1M in Revenue (Top 10K),"9,426",978,9,644,"The top 10,000 companies and startups in the professional services space with more than $1m in revenue, by Crunchbase rank.",2022-09-15 09:13:00,"Active, Industry, Company, Revenue Range",,,Professional Services,Other,,,,,,,,,$1M to $10M,"1,374",443,1989-05-24,237,"8,907",3%,1%,78,2009-01-14,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Grant,&nbsp;Series A","1,082",1,"$21,916,297,237.0","$1,506,659.0","$16,032,081,050.0",1989-05-24,"$5,318,714,022.0","$170,000,000.0","$27,959,701,757.0","$557,988,632.0",3%,303,"1,179","$25,058,522,937.0","$100,000,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Incubator,&nbsp;Government Office,&nbsp;Investment Bank",795,918,1,373,1,265,1,30,"$16,377,976,745.0","2,462",4,6,"617,076.08",1.47,1.47,2.27
Ohio Companies With Fewer Than 1000 Employees (Top 10K),"9,503",981,49,645,"The top 10,000 companies and startups in Ohio with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 08:56:00,"Active, Company, Employee Range, Location",,,,,"Ohio, United States, North America",State/Region,,,,,,,,"2,343",861,1984-04-06,397,"8,683",4%,1%,74,2004-12-24,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Private Equity,&nbsp;Series A","2,639",1,"$21,802,506,785.0","$700,344.0","$14,962,063,796.0",1984-04-06,"$3,028,498,101.0","$98,700,000.0","$16,072,406,004.0","$1,047,000,000.0",8%,849,775,"$39,769,159,677.0","$108,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Investment Bank,&nbsp;Family Investment Office","1,003","1,331",2,498,2,226,2,73,"$5,100,227,953.0","3,374",0,0,"549,977.45",1.36,1.36,2.16
Advertising Companies (Top 10K),"9,909",994,144,646,"The top 10,000 companies and startups in the advertising space, by Crunchbase rank.",2022-09-15 12:29:00,"Active, Industry, Company",,,Advertising,"Advertising, Sales and Marketing",,,,,,,,,,"13,041","3,802",2006-02-04,20,"9,651",0%,3%,378,2011-02-11,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Angel,&nbsp;Pre-Seed","10,003",2,"$92,237,942,046.0","$1,296,853.0","$68,875,656,777.0",2006-02-04,"$16,017,856,148.0","$111,000,000.0","$90,386,549,854.0","$414,400,000.0",16%,"1,814","4,532","$171,038,683,145.0","$87,216,950.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Micro VC,&nbsp;Incubator,&nbsp;Accelerator","2,864","3,304",2,978,1,657,1,21,"$2,222,639,198.0","12,244",1,3,"186,338.08",0.75,0.75,1.15
Professional Services Companies With More Than 10 Employees (Top 10K),"9,955",987,17,647,"The top 10,000 companies and startups in the professional services space with more than 10 employees, by Crunchbase rank.",2022-09-15 12:50:00,"Active, Industry, Company, Employee Range",,,Professional Services,Other,,,,,,,,,,"2,473",844,1992-11-15,279,"9,368",3%,1%,146,2009-10-06,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Angel","1,988",1,"$27,645,087,361.0","$1,447,304.0","$21,415,858,083.0",1992-11-15,"$6,974,875,607.0","$122,898,811.0","$29,522,384,707.0","$365,661,558.0",6%,738,"1,659","$56,968,858,156.0","$93,358,449.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Incubator,&nbsp;Investment Bank,&nbsp;Accelerator",886,"1,016",1,406,1,282,1,34,"$24,274,305,066.0","3,773",13,20,"461,521.69",1.38,1.38,2.26
Leasing Companies With Less Than $500M in Revenue,"4,437",483,0,648,Companies and startups in the leasing space with less than $500m in revenue.,2022-09-15 13:04:00,"Active, Industry, Company, Revenue Range",,,Leasing,Financial Services,,,,,,,,,$100M to $500M,216,70,1992-01-07,15,"4,375",0%,3%,142,2004-10-21,,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Undisclosed",162,2,"$6,983,241,254.0","$5,638,609.0","$4,680,228,049.0",1992-01-07,"$527,500,000.0","$87,000,000.0","$256,633,800.0","$256,633,800.0",0%,17,34,"$31,114,077,855.0","$554,038,927.0",Venture Capital,48,50,3,12,1,10,3,5,"$360,531,244.0",444,0,0,"1,294,616.73",1.37,1.37,1.96
Food and Beverage Companies With Less Than $1B in Revenue (Top 10K),"9,985",968,54,649,"The top 10,000 companies and startups in the food and beverage space with less than $1b in revenue, by Crunchbase rank.",2022-09-15 10:07:00,"Active, Industry, Company, Revenue Range",,,Food and Beverage,Food and Beverage,,,,,,,,,$500M to $1B,"7,355","2,295",1986-10-18,68,"9,684",1%,3%,366,2008-01-29,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Equity Crowdfunding","6,011",2,"$62,567,783,804.0","$1,237,635.0","$50,414,667,385.0",1986-10-18,"$13,333,982,826.0","$105,000,000.0","$63,336,746,809.0","$832,000,000.0",5%,618,809,"$75,023,983,100.0","$200,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","1,814","2,254",2,623,3,179,2,90,"$10,691,681,444.0","5,826",0,0,"439,366.51",1.23,1.23,2.07
Food and Beverage Companies With Less Than $500M in Revenue (Top 10K),"9,985",994,53,650,"The top 10,000 companies and startups in the food and beverage space with less than $500m in revenue, by Crunchbase rank.",2022-09-15 10:08:00,"Active, Industry, Company, Revenue Range",,,Food and Beverage,Food and Beverage,,,,,,,,,$100M to $500M,"7,248","2,257",1987-05-16,69,"9,690",1%,3%,330,2008-10-06,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Equity Crowdfunding","5,945",2,"$54,272,652,150.0","$1,209,533.0","$46,003,881,860.0",1987-05-16,"$9,184,911,821.0","$100,950,000.0","$45,835,115,363.0","$690,000,000.0",5%,583,664,"$61,000,734,659.0","$180,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator,&nbsp;Corporate Venture Capital","1,806","2,245",2,619,3,177,2,90,"$10,691,681,444.0","5,779",0,0,"450,080.3",1.24,1.24,2.07
Greater Miami Area Companies With More Than $1M in Revenue (Top 10K),"9,772",984,131,651,"The top 10,000 companies and startups in Greater Miami Area with more than $1m in revenue, by Crunchbase rank.",2022-09-15 12:55:00,"Active, Company, Location, Revenue Range",,,,,"Greater Miami Area, Florida, United States",Regional Area,,,,,,,$1M to $10M,"1,356",442,1997-09-24,142,"9,256",1%,1%,96,2007-01-06,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Series A","1,442",1,"$38,754,923,885.0","$1,470,814.0","$25,521,866,674.0",1997-09-24,"$4,741,062,000.0","$70,000,000.0","$18,902,261,083.0","$448,000,000.0",2%,272,"1,136","$20,190,000,854.0","$395,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Family Investment Office","1,132","1,334",2,361,2,273,2,77,"$40,034,483,582.0","2,772",0,2,"935,544.24",1.21,1.21,1.69
Leasing Companies With Less Than $1B in Revenue,"4,459",493,0,652,Companies and startups in the leasing space with less than $1b in revenue.,2022-09-15 12:41:00,"Active, Industry, Company, Revenue Range",,,Leasing,Financial Services,,,,,,,,,$500M to $1B,216,70,1991-11-05,15,"4,396",0%,3%,147,2004-10-25,,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Undisclosed",162,2,"$6,983,241,254.0","$5,638,609.0","$4,680,228,049.0",1991-11-05,"$807,500,000.0","$183,500,000.0","$2,376,633,800.0","$1,188,316,900.0",0%,18,43,"$31,114,077,855.0","$554,038,927.0",Venture Capital,53,57,4,14,1,12,2,5,"$360,531,244.0",447,0,0,"1,293,059.41",1.37,1.37,1.96
Electronics Companies With More Than 10 Employees (Top 10K),"10,000",934,44,653,"The top 10,000 companies and startups in the electronics space with more than 10 employees, by Crunchbase rank.",2022-09-15 09:18:00,"Active, Industry, Company, Employee Range",,,Electronics,"Consumer Electronics, Hardware",,,,,,,,,,"7,300","2,322",1987-05-17,28,"9,760",0%,10%,"1,124",2005-03-07,1%,"Venture - Series Unknown,&nbsp;Series A,&nbsp;Seed,&nbsp;Grant,&nbsp;Private Equity","5,938",1,"$239,191,193,174.0","$2,558,071.0","$105,391,142,483.0",1987-05-17,"$26,037,816,835.0","$115,000,000.0","$108,769,318,775.0","$951,498,746.0",13%,"1,502","3,616","$332,190,718,673.0","$164,600,000.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Co-Working Space","1,383","1,559",1,486,1,352,1,17,"$2,319,313,957.0","5,081",3,3,"355,148.58",1.14,1.14,1.88
Private Greater Miami Area Companies (Top 10K),"9,928",977,160,654,"The top 10,000 private companies and startups in Greater Miami Area, by Crunchbase rank.",2022-09-15 11:14:00,"Active, Company, Location",,,,,"Greater Miami Area, Florida, United States",Regional Area,,,,,,,,"3,225",888,2001-10-08,168,"9,198",2%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Private Equity,&nbsp;Series A","2,825",1,"$67,611,543,924.0","$717,351.0","$56,935,393,740.0",2001-10-08,,,,,7%,765,"1,047","$44,766,634,009.0","$160,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Angel Group,&nbsp;Hedge Fund,&nbsp;Investment Bank","1,687","2,037",2,526,2,363,2,131,"$46,269,621,866.0","5,020",41,76,"486,294.91",1.33,1.33,2.01
Greater Chicago Area Companies With More Than 10 Employees (Top 10K),"9,925",962,238,655,"The top 10,000 companies and startups in Greater Chicago Area with more than 10 employees, by Crunchbase rank.",2022-09-15 09:06:00,"Active, Company, Employee Range, Location",,,,,"Greater Chicago Area, United States, North America",Regional Area,,,,,,,,"4,338","1,403",1986-01-11,325,"9,090",3%,2%,243,2003-11-18,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","3,348",1,"$72,350,110,126.0","$3,105,968.0","$46,980,422,752.0",1986-01-11,"$21,402,368,808.0","$106,500,000.0","$90,577,745,068.0","$702,131,179.0",11%,"1,281","3,815","$289,613,370,910.0","$399,800,000.0","Private Equity Firm,&nbsp;Venture Capital,&nbsp;Accelerator,&nbsp;Investment Bank,&nbsp;Incubator","3,215","4,284",2,"1,235",2,956,2,247,"$217,469,532,574.0","4,967",8,12,"446,034.41",1.24,1.24,2.04
Greater Atlanta Area Companies With Less Than $1B in Revenue (Top 10K),"9,918",968,86,656,"The top 10,000 companies and startups in Greater Atlanta Area with less than $1b in revenue, by Crunchbase rank.",2022-09-15 08:55:00,"Active, Company, Location, Revenue Range",,,,,"Greater Atlanta Area, Georgia, United States",Regional Area,,,,,,,$500M to $1B,"2,179",798,1997-09-15,201,"9,395",2%,1%,79,2007-11-15,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","2,168",1,"$30,840,913,993.0","$1,963,622.0","$22,389,465,368.0",1997-09-15,"$7,877,842,862.0","$114,000,000.0","$31,124,569,926.0","$355,600,110.0",4%,425,892,"$88,308,455,054.0","$362,500,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Investment Bank",946,"1,356",3,486,3,245,2,43,"$2,718,544,102.0","3,359",2,2,"845,343.61",1.32,1.32,1.89
Software Companies With More Than $1M in Revenue (Top 10K),"9,615",941,617,657,"The top 10,000 companies and startups in the software space with more than $1m in revenue, by Crunchbase rank.",2022-09-15 11:23:00,"Active, Industry, Company, Revenue Range",,,Software,Software,,,,,,,,,$1M to $10M,"48,497","15,314",2009-12-16,26,"9,477",0%,6%,736,2010-09-22,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Private Equity","31,967",3,"$505,177,572,055.0","$7,591,880.0","$442,355,374,081.0",2009-12-16,"$80,126,070,704.0","$126,000,500.0","$679,116,291,926.0","$980,000,000.0",23%,"2,513","10,963","$635,775,310,947.0","$255,000,000.0","Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Accelerator","5,843","7,849",2,"2,398",2,"1,550",2,193,"$126,373,560,704.0","19,342",22,40,"48,004.85",0.7,0.7,0.99
Greater Miami Area Companies (Top 10K),"9,898",995,165,658,"The top 10,000 companies and startups in Greater Miami Area, by Crunchbase rank.",2022-09-15 10:54:00,"Active, Company, Location",,,,,"Greater Miami Area, Florida, United States",Regional Area,,,,,,,,"3,364",939,2001-09-03,159,"9,173",2%,2%,220,2008-02-17,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Pre-Seed,&nbsp;Private Equity,&nbsp;Series A","3,101",1,"$92,104,452,302.0","$864,962.0","$69,454,565,431.0",2001-09-03,"$8,983,222,500.0","$103,000,000.0","$64,281,323,865.0","$527,340,782.0",7%,806,"1,607","$79,645,550,996.0","$190,000,000.0","Venture Capital,&nbsp;Private Equity Firm,&nbsp;Investment Bank,&nbsp;Micro VC,&nbsp;Angel Group","1,786","2,155",2,573,1,397,1,131,"$46,269,621,866.0","5,150",41,77,"470,927.48",1.32,1.32,2.0
