Hub Name,Number of Organizations,Number of People,Number of Events,CB Rank (Hub),Description,Last Updated,Hub Type,Parent Organization,Disverity Spotlight (US Only),Industries,Industry Groups,Location,Location Type,Closed Year,Founded Year,Funding Status,Investment Stage,Investor Type,Number of Employees,Estimated Revenue Range,Number of Investors,Number of Lead Investors,Average Founded Date,Number of Non-Profit Companies,Number of For-Profit Companies,Percentage Non-Profit,Percentage Public Organizations,Number of IPOs,Average IPO Date,Percentage Delisted,Top Funding Types,Number of Funding Rounds,Median Number of Funding Rounds,Total Funding Amount,Median Total Funding Amount,Total Equity Funding Amount,Average Last Funding Date,Total Amount Raised in IPO,Median Amount Raised in IPO,Total IPO Valuation,Median IPO Valuation,Percentage Acquired,Number of Acquired Organizations,Number of Acquisitions,Total Acquired Price,Median Acquired Price,Top Investor Types,Number of Portfolio Companies,Number of Investments,Median Number of Investments,Number of Lead Investors.1,Median Number of Lead Investors,Number of Exits,Median Number of Exits,Number of Funds,Total Fund Raised,Number of Founders,Number of Founder Alumni,Number of Alumni,Average Rank,Average Trend Score (7D),Average Trend Score (30D),Average Trend Score (90D)
Greater Atlanta Area Companies With Fewer Than 1000 Employees (Top 10K),"9,831",978,98,705,"The top 10,000 companies and startups in Greater Atlanta Area with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 09:14:00,"Active, Company, Employee Range, Location",,,,,"Greater Atlanta Area, Georgia, United States",Regional Area,,,,,,,,"3,285","1,174",1999-03-22,231,"9,135",2%,1%,95,2007-10-03,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Pre-Seed,&nbsp;Series A","3,109",1,34077817762.0,1101875.0,23792440105.0,1999-03-22,6780160862.0,66000000.0,18718939139.0,293500000.0,8%,863,844,58457287108.0,107000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Accelerator","1,097","1,529",3,503,3,246,2,84,3096170202.0,"4,482",3,3,"608,282.1",1.36,1.36,2.0
Greater Atlanta Area Companies (Top 10K),"9,495",959,103,706,"The top 10,000 companies and startups in Greater Atlanta Area, by Crunchbase rank.",2022-09-15 11:06:00,"Active, Company, Location",,,,,"Greater Atlanta Area, Georgia, United States",Regional Area,,,,,,,,"3,493","1,275",1997-08-01,212,"8,733",2%,1%,171,2005-01-06,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Grant,&nbsp;Pre-Seed","3,341",1,46042354783.0,1141392.0,32305475581.0,1997-08-01,21686381098.0,79294118.0,46522353620.0,422574984.0,11%,"1,154","1,726",171535028008.0,213750000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Investment Bank,&nbsp;Micro VC","1,564","2,088",2,700,2,430,2,95,15315180202.0,"4,686",5,5,"511,228.51",1.34,1.34,2.02
Wisconsin Companies With More Than $1M in Revenue,"6,763",927,26,707,Companies and startups in Wisconsin with more than $1m in revenue.,2022-09-15 09:14:00,"Active, Company, Location, Revenue Range",,,,,"Wisconsin, United States, North America",State/Region,,,,,,,$1M to $10M,764,318,1978-08-05,255,"6,281",4%,1%,43,2002-07-02,0%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Seed,&nbsp;Grant,&nbsp;Debt Financing",988,2,12648185780.0,1882500.0,3948471356.0,1978-08-05,3006819680.0,303312340.0,13897744680.0,1460000000.0,3%,202,722,81181636369.0,261000000.0,"Venture Capital,&nbsp;Micro VC,&nbsp;Corporate Venture Capital,&nbsp;Accelerator,&nbsp;Angel Group",623,858,2,357,3,133,1,33,2300302499.0,"1,357",0,1,"989,278.97",1.25,1.25,1.9
Property Development Companies,"9,938",989,9,708,Companies and startups in the property development space.,2022-09-15 12:23:00,"Active, Industry, Company",,,Property Development,Real Estate,,,,,,,,,,708,213,1991-03-20,162,"9,446",2%,8%,771,2004-07-24,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Series A",482,1,34020786820.0,627486.0,19226486024.0,1991-03-20,6496193248.0,157918780.0,36768800287.0,2647565988.0,0%,46,95,7904247130.0,162503600.0,"Private Equity Firm,&nbsp;Corporate Venture Capital,&nbsp;Family Investment Office,&nbsp;Venture Capital,&nbsp;Accelerator",109,124,1,41,1,13,1,10,4815339723.0,"1,588",0,0,"1,239,032.2",1.15,1.15,1.68
West Coast Health Care Companies (Top 10K),"9,972","1,004",85,709,"The top 10,000 companies and startups in West Coast in the health care space, by Crunchbase rank.",2022-09-15 10:57:00,"Active, Industry, Company, Location",,,Health Care,Health Care,"West Coast, United States, North America",Regional Area,,,,,,,,"16,970","4,698",2002-03-21,659,"8,675",7%,3%,453,2012-01-10,1%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Series A,&nbsp;Series B,&nbsp;Grant","11,879",2,198659404533.0,4516467.0,170093690240.0,2002-03-21,35936170424.0,85000000.0,164110235231.0,421388179.0,10%,"1,104","1,131",325871290016.0,228333333.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Corporate Venture Capital,&nbsp;Micro VC","4,705","7,420",2,"2,199",2,"1,828",2,150,62803746850.0,"9,007",7,9,"348,885.41",1.08,1.08,1.65
Pennsylvania Companies (Top 10K),"9,867",969,117,710,"The top 10,000 companies and startups in Pennsylvania, by Crunchbase rank.",2022-09-15 11:19:00,"Active, Company, Location",,,,,"Pennsylvania, United States, North America",State/Region,,,,,,,,"4,879","1,767",1987-07-14,343,"8,916",3%,2%,305,2004-11-07,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Private Equity,&nbsp;Debt Financing","5,180",1,72812369853.0,1004343.0,42686826993.0,1987-07-14,17889693433.0,95400000.0,60409627277.0,634400000.0,13%,"1,391","2,348",215324434454.0,220000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Angel Group,&nbsp;Accelerator","2,919","4,055",2,"1,155",1,754,2,133,37385539004.0,"5,347",851,"2,134","394,032.33",1.18,1.18,1.95
Private Pennsylvania Companies (Top 10K),"10,000","1,004",110,711,"The top 10,000 private companies and startups in Pennsylvania, by Crunchbase rank.",2022-09-15 09:05:00,"Active, Company, Location",,,,,"Pennsylvania, United States, North America",State/Region,,,,,,,,"4,460","1,611",1987-11-26,372,"9,000",4%,,0,,,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Private Equity,&nbsp;Debt Financing","4,686",1,35759980153.0,753922.0,26385860723.0,1987-11-26,,,,,12%,"1,330","1,244",148410202560.0,195000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Angel Group,&nbsp;University Program","2,675","3,735",2,"1,010",2,655,2,106,20100474233.0,"5,167",851,"2,134","415,408.35",1.2,1.2,1.98
Rental Companies With More Than $1M in Revenue,"5,258",838,1,712,Companies and startups in the rental space with more than $1m in revenue.,2022-09-15 09:37:00,"Active, Industry, Company, Revenue Range",,,Rental,Commerce and Shopping,,,,,,,,,$1M to $10M,"1,179",345,1989-01-23,70,"5,124",1%,1%,74,2006-12-17,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Debt Financing,&nbsp;Series B",679,2,16639565065.0,4132529.0,11795182148.0,1989-01-23,1992100000.0,111000000.0,13799866225.0,596701559.0,1%,71,149,10874447901.0,194463229.0,"Venture Capital,&nbsp;Private Equity Firm",102,113,2,49,1,20,1,0,,698,0,0,"1,276,711.98",1.3,1.3,2.04
Private Equity Firms with Investments in Greater Chicago Area,458,250,16,713,Private equity firms that made investments in companies headquartered in Greater Chicago Area.,2022-09-15 12:05:00,"Active, Investments in Location, Investor Type",,,,,"Greater Chicago Area, United States, North America",Regional Area,,,,,,,,86,41,1996-09-09,,78,,4%,18,2005-02-18,0%,"Seed,&nbsp;Series B,&nbsp;Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing",78,1,7584178261.0,100000.0,2201749789.0,1996-09-09,10257364688.0,634291000.0,26966465322.0,4176056413.0,2%,10,"4,865",2551982477.0,516865315.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Venture Debt","22,109","29,039",24,"12,387",11,"8,854",8,"1,407",2578075594599.0,649,,1,"186,480.06",0.62,0.62,0.8
Great Lakes Real Estate Companies,"8,808","1,003",5,713,Companies and startups in Great Lakes in the real estate space.,2022-09-15 12:06:00,"Active, Industry, Company, Location",,,Real Estate,Real Estate,"Great Lakes, North America",Regional Area,,,,,,,,614,195,1988-11-19,166,"8,419",2%,1%,111,2004-06-20,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Pre-Seed,&nbsp;Private Equity",626,1,14536846039.0,399300.0,5113924276.0,1988-11-19,2932288195.0,111000000.0,7874379221.0,1820821821.0,3%,251,512,101596964338.0,487500000.0,"Private Equity Firm,&nbsp;Venture Capital,&nbsp;Family Investment Office,&nbsp;Corporate Venture Capital,&nbsp;Investment Bank",617,728,1,178,1,217,2,41,11340761808.0,"1,655",1,2,"1,120,636.38",1.16,1.16,1.73
Food and Beverage Companies With Fewer Than 1000 Employees (Top 10K),"9,967",993,79,714,"The top 10,000 companies and startups in the food and beverage space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 11:39:00,"Active, Industry, Company, Employee Range",,,Food and Beverage,Food and Beverage,,,,,,,,,,"14,856","4,423",1999-04-19,41,"9,373",0%,3%,272,2009-09-04,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Private Equity","11,583",1,69060137341.0,924264.0,63861537879.0,1999-04-19,6480479286.0,67000000.0,38694464002.0,308970792.0,9%,"1,025",832,61438777145.0,130838675.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Private Equity Firm,&nbsp;Incubator","2,482","3,120",2,845,3,243,2,114,9770732225.0,"10,474",0,0,"207,772.19",0.88,0.88,1.43
Product Design Companies With More Than 50 Employees,"6,483",965,24,715,Companies and startups in the product design space with more than 50 employees.,2022-09-15 09:29:00,"Active, Industry, Company, Employee Range",,,Product Design,Design,,,,,,,,,,"1,388",493,1978-06-18,7,"6,425",0%,4%,266,2005-10-29,0%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Post-IPO Equity,&nbsp;Seed",969,1,29110970034.0,4368183.0,19126679528.0,1978-06-18,5616841011.0,103000000.0,27150286018.0,606000000.0,6%,434,"1,225",102158915479.0,175000000.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Co-Working Space,&nbsp;Incubator",396,467,2,146,1,115,1,4,10000000.0,"1,630",0,0,"933,294.14",1.26,1.26,2.12
Europe Companies With Fewer Than 10 Employees (Top 10K),"9,265",872,"1,714",716,"The top 10,000 companies and startups in Europe with fewer than 10 employees, by Crunchbase rank.",2022-09-15 11:20:00,"Active, Company, Employee Range, Location",,,,,Europe,Continent,,,,,,,,"21,986","7,230",2016-02-29,22,"8,446",0%,1%,86,2015-09-02,0%,"Seed,&nbsp;Pre-Seed,&nbsp;Venture - Series Unknown,&nbsp;Grant,&nbsp;Series A","18,897",2,44395768135.0,877628.0,32843631999.0,2016-02-29,2071385524.0,28432062.0,4545434110.0,53530547.0,4%,361,245,7252004299.0,21546328.0,"Venture Capital,&nbsp;Micro VC,&nbsp;Family Investment Office,&nbsp;Private Equity Firm,&nbsp;Angel Group","8,727","11,727",27,"3,843",10,"1,256",4,289,28142406147.0,"16,933",122,263,"82,310.48",0.68,0.68,0.9
Private Equity Firms with Investments in Virginia,374,38,14,717,Private equity firms that made investments in companies headquartered in Virginia.,2022-09-15 11:07:00,"Active, Investments in Location, Investor Type",,,,,"Virginia, United States, North America",State/Region,,,,,,,,76,36,1995-12-18,1,58,0%,7%,31,2006-11-06,1%,"Seed,&nbsp;Grant,&nbsp;Undisclosed,&nbsp;Post-IPO Debt,&nbsp;Debt Financing",70,1,12299512876.0,9600000.0,8344538896.0,1995-12-18,8019692253.0,495196811.0,20725581623.0,2298468798.0,3%,11,"3,734",2546007994.0,385907994.0,"Micro VC,&nbsp;Incubator,&nbsp;Hedge Fund,&nbsp;Accelerator,&nbsp;Venture Debt","17,935","23,665",19,"9,845",9,"7,230",7,"1,065",1500787830708.0,491,,1,"231,049.04",0.69,0.69,0.91
East Coast Residential Companies,"4,923",373,0,717,Companies and startups in East Coast in the residential space.,2022-09-15 11:44:00,"Active, Industry, Company, Location",,,Residential,Real Estate,"East Coast, United States, North America",Regional Area,,,,,,,,155,44,1991-08-21,150,"4,699",3%,0%,7,2004-12-01,0%,"Seed,&nbsp;Grant,&nbsp;Debt Financing,&nbsp;Venture - Series Unknown,&nbsp;Equity Crowdfunding",113,1,5766745925.0,700000.0,4959800320.0,1991-08-21,2650000000.0,1325000000.0,10200000000.0,5100000000.0,1%,48,47,1260000000.0,135000000.0,Private Equity Firm,8,9,1,3,1,0,,2,725000000.0,432,0,0,"1,374,844.49",1.33,1.33,2.0
Marketing Companies With Fewer Than 1000 Employees (Top 10K),"9,831",984,345,718,"The top 10,000 companies and startups in the marketing space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 12:58:00,"Active, Industry, Company, Employee Range",,,Marketing,Sales and Marketing,,,,,,,,,,"11,116","3,375",2006-11-10,33,"9,491",0%,2%,265,2011-04-08,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Pre-Seed,&nbsp;Angel","8,299",1,52762693416.0,991769.0,45748304030.0,2006-11-10,5076360105.0,39250000.0,24770728345.0,187866628.0,12%,"1,321","2,405",40213737291.0,55000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Incubator","1,533","1,784",1,437,1,234,1,50,3316641619.0,"10,623",3,4,"220,097.22",0.88,0.88,1.28
Training Companies With Fewer Than 1000 Employees (Top 10K),"9,863",964,60,719,"The top 10,000 companies and startups in the training space with fewer than 1000 employees, by Crunchbase rank.",2022-09-15 10:38:00,"Active, Industry, Company, Employee Range",,,Training,Education,,,,,,,,,,"4,024","1,283",1999-09-02,773,"8,748",8%,1%,77,2014-04-29,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Grant,&nbsp;Angel","2,979",1,15049835207.0,661835.0,13947029380.0,1999-09-02,1095750438.0,51960447.0,640223294.0,143405792.0,5%,499,516,8334221937.0,35493162.0,"Accelerator,&nbsp;Venture Capital,&nbsp;Incubator,&nbsp;Entrepreneurship Program,&nbsp;Micro VC","1,034","1,117",2,411,2,43,1,12,134828809.0,"4,569",11,25,"537,683.95",1.39,1.39,2.13
Oceania Companies With More Than 10 Employees (Top 10K),"9,931",940,206,720,"The top 10,000 companies and startups in Oceania with more than 10 employees, by Crunchbase rank.",2022-09-15 09:29:00,"Active, Company, Employee Range, Location",,,,,Oceania,Continent,,,,,,,,"4,051","1,652",1995-05-06,283,"9,207",3%,8%,845,2009-03-17,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Series A,&nbsp;Series B","3,641",1,62370762705.0,3984553.0,40699216395.0,1995-05-06,27412459029.0,19066751.0,29812119170.0,57101323.0,9%,904,"1,510",170751101955.0,98125000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Investment Bank,&nbsp;Angel Group","1,734","2,107",2,802,1,322,1,98,42081757753.0,"5,460",7,14,"359,132.98",1.09,1.09,1.86
Web Apps Companies With Fewer Than 1000 Employees,"6,749",987,10,721,Companies and startups in the web apps space with fewer than 1000 employees.,2022-09-15 10:28:00,"Active, Industry, Company, Employee Range",,,Web Apps,"Apps, Software",,,,,,,,,,"1,344",401,2009-04-04,33,"6,498",0%,0%,4,2013-07-27,,"Seed,&nbsp;Pre-Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Non-equity Assistance","1,064",1,5324890503.0,277097.0,5167651537.0,2009-04-04,15000000.0,15000000.0,,,2%,137,86,1876543023.0,75000000.0,"Venture Capital,&nbsp;Accelerator,&nbsp;Incubator,&nbsp;Angel Group,&nbsp;Corporate Venture Capital",109,111,1,53,1,8,1,1,10000000.0,"3,035",0,0,"1,012,632.46",1.24,1.24,1.32
Venture Capital Investors with Investments in Georgia,925,111,10,722,Venture capital investors that made investments in companies headquartered in Georgia.,2022-09-15 10:30:00,"Active, Investments in Location, Investor Type",,,,,"Georgia, United States, North America",State/Region,,,,,,,,177,42,2004-03-08,1,111,0%,1%,11,1997-04-23,,"Seed,&nbsp;Angel,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A",145,1,3121293419.0,500000.0,847997527.0,2004-03-08,17900000000.0,17900000000.0,,,1%,8,407,725000000.0,725000000.0,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","82,164","124,736",46,"34,608",13,"23,100",10,"2,421",860168655339.0,"1,427",4,6,"198,599.71",0.89,0.89,0.9
Retail Companies With More Than $10M in Revenue,"8,566",990,51,722,Companies and startups in the retail space with more than $10m in revenue.,2022-09-15 10:59:00,"Active, Industry, Company, Revenue Range",,,Retail,Commerce and Shopping,,,,,,,,,$10M to $50M,"2,951","1,075",1975-11-30,21,"8,372",0%,6%,559,2005-05-25,0%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Post-IPO Equity,&nbsp;Debt Financing,&nbsp;Series A","2,092",2,160950082135.0,10623218.0,115463183547.0,1975-11-30,37173940111.0,199623491.0,202401097963.0,1392000000.0,6%,592,"2,283",211136892411.0,350000000.0,"Corporate Venture Capital,&nbsp;Private Equity Firm,&nbsp;Venture Capital,&nbsp;Accelerator,&nbsp;Investment Bank","2,506","2,956",2,635,1,461,1,23,54564878018.0,"2,819",0,0,"741,842.51",1.17,1.17,1.91
Australasia Companies With More Than 10 Employees (Top 10K),"9,914","1,008",206,723,"The top 10,000 companies and startups in Australasia with more than 10 employees, by Crunchbase rank.",2022-09-15 12:29:00,"Active, Company, Employee Range, Location",,,,,"Australasia, Oceania",Regional Area,,,,,,,,"4,050","1,652",1995-05-12,282,"9,189",3%,8%,846,2009-03-18,0%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Post-IPO Equity,&nbsp;Series A,&nbsp;Series B","3,637",1,62369514720.0,4001829.0,40697968410.0,1995-05-12,27412459029.0,19066751.0,29812119170.0,57101323.0,9%,905,"1,510",171049781654.0,100000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Investment Bank,&nbsp;Angel Group","1,734","2,107",2,802,1,322,1,98,42081757753.0,"5,461",7,14,"359,204.55",1.09,1.09,1.86
"Venture Capital Investors with Investments in Toronto, Ontario","1,078",290,31,723,"Venture capital investors that made investments in companies headquartered in Toronto, Ontario.",2022-09-15 11:57:00,"Active, Investments in Location, Investor Type",,,,,"Toronto, Ontario, Canada",City,,,,,,,,329,71,2006-11-26,2,145,0%,2%,21,2004-06-14,,"Seed,&nbsp;Grant,&nbsp;Pre-Seed,&nbsp;Series A,&nbsp;Series B",191,1,9014994204.0,,4267387031.0,2006-11-26,19873466993.0,961000000.0,9441638951.0,894000000.0,0%,4,301,,,"Micro VC,&nbsp;Incubator,&nbsp;Syndicate,&nbsp;Hedge Fund,&nbsp;Accelerator","81,941","120,191",35,"31,990",10,"20,535",7,"2,434",789487618543.0,"1,604",3,5,"205,632.88",0.8,0.8,0.93
Greater Atlanta Area Companies With Less Than $50M in Revenue (Top 10K),"9,858",989,79,724,"The top 10,000 companies and startups in Greater Atlanta Area with less than $50m in revenue, by Crunchbase rank.",2022-09-15 12:17:00,"Active, Company, Location, Revenue Range",,,,,"Greater Atlanta Area, Georgia, United States",Regional Area,,,,,,,$10M to $50M,"1,897",692,1998-08-05,203,"9,346",2%,0%,38,2010-04-18,0%,"Venture - Series Unknown,&nbsp;Seed,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Debt Financing","1,906",1,15838310293.0,1513928.0,11643440071.0,1998-08-05,1395710862.0,34450000.0,4672262106.0,122747495.0,3%,309,431,5092202081.0,65000000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Accelerator,&nbsp;Micro VC,&nbsp;Incubator",837,"1,231",8,437,6,208,4,42,2693544102.0,"3,167",2,2,"906,853.21",1.28,1.28,1.81
Quebec Manufacturing Companies,"1,615",243,0,725,Companies and startups in Quebec in the manufacturing space.,2022-09-15 12:29:00,"Active, Industry, Company, Location",,,Manufacturing,Manufacturing,"Quebec, Canada, North America",State/Region,,,,,,,,534,191,1984-07-07,6,"1,560",0%,2%,33,2008-05-24,0%,"Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Private Equity,&nbsp;Seed,&nbsp;Grant",408,1,2681639613.0,303442.0,1954728415.0,1984-07-07,168803381.0,31401690.0,75770000.0,75770000.0,11%,201,168,10225523855.0,105543763.0,Venture Capital,10,10,1,3,1,3,1,0,,271,0,0,"826,103.95",1.7,1.7,2.26
Advertising Companies With More Than 10 Employees (Top 10K),"9,824","1,004",127,726,"The top 10,000 companies and startups in the advertising space with more than 10 employees, by Crunchbase rank.",2022-09-15 13:08:00,"Active, Industry, Company, Employee Range",,,Advertising,"Advertising, Sales and Marketing",,,,,,,,,,"11,137","3,363",2003-09-25,22,"9,627",0%,3%,377,2010-12-13,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Series A,&nbsp;Private Equity,&nbsp;Series B","8,210",2,90965099563.0,2315522.0,67659904327.0,2003-09-25,16212487200.0,112985123.0,91496542717.0,432758508.0,17%,"1,867","4,637",174157796066.0,79870410.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Incubator,&nbsp;Micro VC,&nbsp;Angel Group","2,702","3,123",2,929,1,625,1,15,1370472485.0,"10,808",1,3,"224,900.94",0.87,0.87,1.29
United States Financial Services Companies (Top 10K),"9,672",907,122,727,"The top 10,000 companies and startups in United States in the financial services space, by Crunchbase rank.",2022-09-15 11:38:00,"Active, Industry, Company, Location",,,Financial Services,Financial Services,"United States, North America",Country,,,,,,,,"17,534","4,313",1998-03-14,150,"7,639",2%,7%,759,2005-10-25,1%,"Seed,&nbsp;Venture - Series Unknown,&nbsp;Debt Financing,&nbsp;Series A,&nbsp;Private Equity","10,436",2,256192752609.0,4591698.0,156216317834.0,1998-03-14,101967915255.0,131800000.0,197609124407.0,715631179.0,12%,"1,244","9,671",464006118282.0,491200000.0,"Venture Capital,&nbsp;Private Equity Firm,&nbsp;Micro VC,&nbsp;Investment Bank,&nbsp;Corporate Venture Capital","112,680","161,047",16,"45,104",6,"32,240",5,"4,860",3119110431836.0,"11,972",3,9,"135,671.91",0.83,0.83,1.33
Retail Companies With More Than 50 Employees (Top 10K),"10,000",984,75,728,"The top 10,000 companies and startups in the retail space with more than 50 employees, by Crunchbase rank.",2022-09-15 12:16:00,"Active, Industry, Company, Employee Range",,,Retail,Commerce and Shopping,,,,,,,,,,"6,426","2,277",1979-07-28,27,"9,739",0%,7%,881,2005-04-17,1%,"Venture - Series Unknown,&nbsp;Private Equity,&nbsp;Series A,&nbsp;Seed,&nbsp;Post-IPO Equity","4,400",1,198528594532.0,7645014.0,147207841780.0,1979-07-28,52325170450.0,127000000.0,238849638085.0,1097947673.0,13%,"1,550","3,358",427481843449.0,300000000.0,"Venture Capital,&nbsp;Corporate Venture Capital,&nbsp;Investment Bank,&nbsp;Accelerator,&nbsp;Private Equity Firm","3,947","4,487",1,853,1,668,1,16,2283344712.0,"5,502",0,1,"374,468.95",1.15,1.15,1.99
